"","country_name","country_code_cow","year","hog","hog_ideology","hog_ideology_num_full","hog_ideology_num_redux","hog_right","hog_left","hog_center","hog_noideo","hog_noinfo","hog_ideomiss","hog_party","hog_party_abbr","hog_party_eng","hog_party_id","hog_title","leader","leader_ideology","leader_ideology_num_full","leader_ideology_num_redux","leader_right","leader_left","leader_center","leader_noideo","leader_noinfo","leader_ideomiss","leader_party","leader_party_abbr","leader_party_eng","leader_party_id","leader_position","match_hog_leader","match_hog_hog_bls","match_leader_hog_bls","match_hog_leader_m","match_leader_leader_m","match_hog_leader_chi","match_leader_leader_chi","hog_ideology_bls","leader_ideology_m","execrlc_dpi","hog_party_lr_ord_vdem","democracy","region","Country.Code","Core CPI,seas.adj,,,","CPI Price, % y-o-y, median weighted, seas. adj.,","CPI Price, seas. adj.,,,","CPI Price,not seas.adj,,,","Exchange rate, new LCU per USD extended backward, period average,,","Exports Merchandise, Customs, constant US$, millions, not seas. adj.","Exports Merchandise, Customs, constant US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, Price, US$, seas. adj.","GDP,constant 2010 US$,millions,seas. adj.,","GDP,current US$,millions,seas. adj.,","Imports Merchandise, Customs, constant US$, millions, not seas. adj.","Imports Merchandise, Customs, constant US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, Price, US$, seas. adj.","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Months Import Cover of Foreign Reserves,,,,","Nominal Effective Exchange Rate,,,,","Real Effective Exchange Rate,,,,","Retail Sales Volume,Index,,,","Total Reserves,,,,","Unemployment rate,Percent,,,","CPI Price, % y-o-y, not seas. adj.,,","Exchange rate, old LCU per USD extended forward, period average,,","Official exchange rate, LCU per USD, period average,,","Core CPI,not seas.adj,,,","GDP,constant 2010 LCU,millions,seas. adj.,","GDP,current LCU,millions,seas. adj.,","Imports Merchandise, Customs, Price, US$, not seas. adj.","Exports Merchandise, Customs, Price, US$, not seas. adj.","Stock Markets, US$,,,","Stock Markets, LCU,,,"
"1","Austria",305,2000,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"83.3232689211","83.8092345079","1.08500649599",NA,NA,"64120.7","64227.0685884212",NA,"347857.190590089","196276.192910483",NA,NA,"68998.8631874951","69092.7720751922",NA,"83355910950.0514","101368048085.162","0.2152472544","95.94773311235","98.31680452836",NA,"14872.0294879135","5.80379777454","2.3235693981","14.93139314966","14.93139314966",NA,"278092","212610",NA,NA,"28.07374782332","43.32974625813"
"2","Austria",305,2001,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"85.52737520129","86.04698258404","1.11686107983",NA,NA,"66482.7","66605.6026356966",NA,"352327.803190125","196644.307900768",NA,NA,"70517.9057987408","70598.6651623145",NA,"86125607783.2375","104529327141.48","0.18414729826","95.79656968676","98.4632572601",NA,"13000.5534503063","6.09412552111","2.64524701051","15.36996940602","15.36996940602",NA,"281666","219556",NA,NA,"27.92258341569","44.47369303568"
"3","Austria",305,2002,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"87.06723027375","87.60631834751","1.06072678607",NA,NA,"73185.9","73168.1386241367",NA,"357533.927879925","213006.804133089",NA,NA,"72900.7669969948","72871.0349481521",NA,"86834358507.8578","105554017594.217","0.13954717649","96.43788262113","99.27293908992",NA,"10168.9471746927","6.87161877977","1.80042362909","14.59731187182","14.59731187182",NA,"285828","225213",NA,NA,"30.06041939281","45.46643140705"
"4","Austria",305,2003,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"88.2347020934","88.77075739166","0.88504757129",NA,NA,"89328.3","89276.1705582266",NA,"361492.934281467","260988.497354407",NA,NA,"91681.0530901621","91576.7229942782",NA,"88382851872.5883","107439884065.745","0.0982883178","100.03604563146","102.77515793006",NA,"9000.92205302244","7.01432503724","1.34088544677","12.17940691386","12.17940691386",NA,"288993","230627",NA,NA,"39.87156989624","50.08388872892"
"5","Austria",305,2004,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"90.09661835749","90.63385986229","0.8047055012",NA,NA,"111769.2","111635.972871221",NA,"370404.138579914","298866.230984329",NA,NA,"113407.381985062","113202.309542777",NA,"94478354831.3376","114983349951.854","0.07416552807","101.22153212756","103.91552959377",NA,"8395.70906547138","7.06798905571","2.11018592449","11.07377317899","11.07377317899",NA,"296117","240265",NA,NA,"66.37044135551","75.97670205117"
"6","Austria",305,2005,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist"," Center","yes","Western Europe and North America","AUT",NA,NA,"92.11956521739","92.68934791414","0.80459478294",NA,NA,"117632.8","117515.51691398",NA,"379367.879456202","313808.348196898",NA,NA,"119872.471744644","119706.76486877",NA,"98225894311.0596","119616258913.699","0.06119569232","100.16739690778","102.86894642318",NA,"7325.53835107052","7.27219716877","2.24530831099","11.07205124341","11.07205124341",NA,"303283","252315",NA,NA,"99.87016771564","114.93954470106"
"7","Austria",305,2006,"Wolfgang Schussel","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Schussel","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","leftist"," Center","yes","Western Europe and North America","AUT",NA,NA,"93.42793880837","94.00567031187","0.79669233336",NA,NA,"130409.5","130236.781562723",NA,"392373.184213495","334515.646733462",NA,NA,"131010.084111929","130833.40849639",NA,"105779947139.943","128217118139.335","0.05731557456","100.12013295013","102.00338402476",NA,"7498.79197900005","6.77998258336","1.4202993554","10.96327040906","10.96327040906",NA,"313680","266247",NA,NA,"133.3014943573","151.32105037738"
"8","Austria",305,2007,"Alfred Gusenbauer","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Gusenbauer","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"95.49114331723","96.07128392062","0.73050689653",NA,NA,"157351.2","157082.81433818",NA,"406933.321500683","387179.42618858",NA,NA,"156787.585404994","156530.007131686",NA,"111813906388.821","135575267666.971","0.07146507422","101.21487518156","102.57460459811",NA,"11186.4285772468","6.21238242644","2.20833782182","10.05241029942","10.05241029942",NA,"325320","282324",NA,NA,"170.40433072109","177.29882059306"
"9","Austria",305,2008,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"98.55072463768","99.16970433374","0.68335173036",NA,NA,"173266.4","173597.707707355",NA,"412528.467040682","428807.762181873","160395.68713422","162382.022458426","176049.098187623","176281.640064625","1.08378102372","114227490088.372","139303396760.973","0.0533081657","102.11020463174","102.74373166296",NA,"9397.25087834553","5.90016390703","3.20404721754","9.40305915914","9.40305915914",NA,"329793","291602","1.09629437192",NA,"135.30615587024","129.10991745175"
"10","Austria",305,2009,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"99.0539452496","99.66585662211","0.71926203913",NA,NA,"130835.5","130667.795038152",NA,"397776.946505647","398734.502616697","140276.427588225","141917.723253282","136176.339868732","136043.611654326","0.95794450154","101266081471.071","122221588894.595","0.06327534236","103.446060594","103.59429497096",NA,"8608.2061032959","7.27730865848","0.51062091503","9.89749814841","9.89749814841",NA,"318000","286051","0.96946435578",NA,"80.66908113355","81.82318556617"
"11","Austria",305,2010,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"100.84541062802","101.44795463751","0.7550221677",NA,NA,"144972.1","144940.085699906",NA,"404723.032618684","389418.598911519","154326.222468653","156072.491153187","150605.229457148","150505.516860139","0.96452082832","107845417805.905","130822448120.232","0.06693794279","100","100",NA,"10074.5296771213","6.9247172855","1.80857549279","10.38955086502","10.38955086502",NA,"323553","293707","0.97564232626",NA,"91.50183888455","98.20716789"
"12","Austria",305,2011,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"104.11634460548","104.76913730255","0.71904440154",NA,NA,"169598.1","169843.230638061",NA,"417064.124927567","428928.960884063","171962.162812786","174356.613988982","182424.652353803","182814.537270989","1.0483776116","114378339069.594","138518527478.026","0.06274476229","99.96078173735","100.2555733998",NA,"11470.654684079","6.72466850477","3.24351297405","9.89529368216","9.89529368216",NA,"333419","308209","1.06064783439",NA,"92.73846621355","94.76988486042"
"13","Austria",305,2012,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist","Center-left","yes","Western Europe and North America","AUT",NA,NA,"106.70289855073","107.3714054273","0.77784497035",NA,NA,"158918.2","159160.911763285",NA,"419784.769137158","407025.338977868","170527.703163659","172767.415756675","169754.806777768","170005.060348495","0.98394882891","116234941915.403","140110067968.447","0.07479976764","98.0968243256","98.39250546065",NA,"12716.3390121746","6.98057670333","2.48429192847","10.70399393547","10.70399393547",NA,"335594","316529","0.99562825163",NA,"72.82166910226","80.66706296847"
"14","Austria",305,2013,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist"," Center","yes","Western Europe and North America","AUT",NA,NA,"108.85668276973","109.5281490482","0.75301920665",NA,NA,"167122.6","167297.753735879",NA,"418571.424363225","426360.714400574","171517.21728122","173791.956933263","173620.702289188","173800.972996619","1.0001224338","116722300162.428","140567908383.5","0.07456261918","99.99663525162","100.4971657717",NA,"12959.0557620136","7.61480145178","2.01848707791","10.36208975391","10.36208975391",NA,"334624","320956","1.01224218278",NA,"87.86637812843","94.30487150945"
"15","Austria",305,2014,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist"," Center","yes","Western Europe and North America","AUT",NA,NA,"110.6078904992","111.28999594978","0.75369614286",NA,NA,"170176.2","170277.908422137",NA,"422294.016164486","438530.988640438","173373.118055351","175672.632958166","172586.003400252","172797.378905546","0.98344288912","116768715233.573","140382592025.026","0.08450103754","100.97016153908","101.82642259458",NA,"14601.5578019233","8.36530317513","1.60872781065","10.37173214129","10.37173214129",NA,"337600","330179","0.99529962585",NA,"86.04281765042","92.13133242745"
"16","Austria",305,2015,"Werner Faymann","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Faymann","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist"," Center","yes","Western Europe and North America","AUT",NA,NA,"111.60426731079","112.30255164034","0.9007476221",NA,NA,"145884.2","146030.67430663",NA,"427611.468364472","379514.780583457","182084.164002113","184480.545478181","148240.163713978","148400.1339321","0.8047607603","119333147914.346","143293148949.291","0.08850540273","97.35336382358","98.31089783425",NA,"13134.213618736","9.10252441274","0.9008189263","12.39513294884","12.39513294884",NA,"341851","341851","0.81458033313",NA,"72.52465752839","93.24258880255"
"17","Austria",305,2016,"Christian Kern","leftist","leftist","leftist",0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","Kern","leftist","leftist",1,0,1,0,0,0,0,"Sozialdemokratische Partei Österreichs","SPO","Social Democratic Party of Austria",1384,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","leftist","no data","leftist"," Center","yes","Western Europe and North America","AUT",NA,NA,"112.61070853462","113.304981774","0.90433493697",NA,NA,"145153.2","145409.670247468",NA,"436900.435675009","393292.893868921","194193.330993781","196838.205486433","150079.005273201","150329.62037393","0.76381259118","122373335074.357","146519833779.188","0.08889571862","98.79514996007","99.77890920725",NA,"13363.6596336846","9.06340066711","0.9017945712","12.4445802086","12.4445802086",NA,"349277","355572","0.77302764452",NA,"68.32895334401","88.17439393133"
"18","Austria",305,2017,"Sebastian Kurz","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Kurz","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","no","no","n/a","n/a","yes","yes","leftist","no data","rightist","Center-right","yes","Western Europe and North America","AUT",NA,NA,"114.94565217391","115.6541109761","0.88690836099",NA,NA,"160371.7","160744.674533069",NA,"447416.50733939","415569.009701798","204872.694059874","207651.267208605","166717.322395202","166998.495779594","0.80386057827","128453709394.38","154052398703.034","0.0619460241","99.5746710876","100.84347624555",NA,"10344.8928436462","8.51589052867","2.07346501028","12.2046598556","12.2046598556",NA,"357684","367707","0.81358251426",NA,"94.53688320559","118.96058530051"
"19","Austria",305,2018,"Sebastian Kurz","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Kurz","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","yes","yes","n/a","n/a","yes","yes","rightist","no data","rightist","Center-right","yes","Western Europe and North America","AUT",NA,NA,"117.23027375201","117.95261239368","0.84676949126",NA,NA,"177292.1","177320.15453708",NA,"458053.913481163","452779.037501352","211996.084740192","214578.419030271","184398.52687926","184378.361566071","0.85944407409","134568895017.762","161857487683.46","0.06608180323","101.56437078118","102.77253321414",NA,"12184.0546095623","7.71176188145","1.98756676298","11.65224962822","11.65224962822",NA,"366188","383209","0.86987477094",NA,"105.94744500377","127.66979593206"
"20","Austria",305,2019,"Brigitte Bierlein","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Chancellor","Bierlein","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"Chancellor","yes","n/a","n/a","n/a","n/a","n/a","n/a","no data","no data","rightist","No data","yes","Western Europe and North America","AUT",NA,NA,"119.05193236715","119.7752126367","0.8930961998",NA,NA,"171862.1","171901.019946146",NA,"466219.598722638","443103.589843706","214974.27989516","217735.462315332","176746.063370439","176820.558304077","0.81200624168","135114272103.719","162206318475.881","0.05857599258",NA,NA,NA,"10357.4397118617","7.35221599235","1.55391483516","12.28973399013","12.28973399013",NA,"372716","395721","0.82194989999",NA,"91.47970485825","116.54855060676"
"21","Austria",305,2020,"Sebastian Kurz","rightist","rightist","rightist",1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","Kurz","rightist","rightist",0,1,0,0,0,0,0,"Österreichische Volkspartei","OVP","Austrian People's Party",1329,"Chancellor","yes","n/a","n/a","n/a","n/a","n/a","n/a","no data","no data","no data","Center-right","yes","Western Europe and North America","AUT",NA,NA,"120.79307568438","121.50668286756","0.87738382839",NA,NA,"162892","163092.722407482",NA,"435767.146638738","433359.304232015","202337.214080118","205031.443370789","165024.701537043","165263.308816053","0.80431860161","127641445649.339","153398340967.244","0.08487908638",NA,NA,NA,"14027.3986648835","9.99618849742","1.46250739707","12.07343323805","12.07343323805",NA,"348371","379441","0.81418643486",NA,"74.12048104597","92.69344655769"
"22","Bahrain",692,2005,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"King","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"87.73718792719","87.51505259982","0.377",NA,NA,NA,"10.00691634592",NA,NA,NA,NA,NA,NA,"7711045.54985",NA,NA,NA,"0.00025709582","106.05053520093","109.11957842522",NA,"1982.47757625132",NA,"0.96664964947","0.377","0.377",NA,NA,NA,NA,NA,"152.71754792649","152.71754792649"
"23","Bahrain",692,2006,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"King","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"89.53351949953","89.30765921022","0.377",NA,NA,NA,"11.62713844968",NA,NA,NA,NA,NA,NA,"9016103.5229613",NA,NA,NA,"0.00031146343","105.66400176877","111.98717103609",NA,"2808.18656750816","16","2.04740044077","0.377","0.377",NA,NA,NA,NA,NA,"147.13950425645","147.13950425645"
"24","Bahrain",692,2007,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"King","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"92.85015180569","92.61406654712","0.37680645743",NA,NA,NA,"13.50908699991",NA,NA,NA,NA,NA,NA,"11369037.5592901",NA,NA,NA,"0.00037166045","101.51338078468","105.08707900012",NA,"4225.4215786481","5.6","3.7043470699","0.37680645743","0.37680645743",NA,NA,NA,NA,NA,"162.97728698669","162.88724759398"
"25","Bahrain",692,2008,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"King","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"96.1129753915","95.87069137278","0.37691011826",NA,NA,NA,"19.10233347745",NA,"25649.1749055647","26848.3416209561",NA,NA,NA,"10847579.1684912",NA,NA,NA,"0.0003621585","98.64384188356","97.84036065618",NA,"3928.54297651885","3.7","3.514074584","0.37691011826","0.37691011826",NA,"9461.49706558412","10119.4742077922",NA,NA,"178.42824879519","178.37819838839"
"26","Bahrain",692,2009,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"98.80552892298","98.55050806934","0.37699637681",NA,NA,NA,"16.57307377973",NA,"26301.0685158045","23951.1174995687",NA,NA,NA,"8060324.35242084",NA,NA,NA,"0.00047807064","101.83647341942","102.43155668849",NA,"3853.40441756264","4","2.80144644416","0.37699637681","0.37699637681",NA,"9701.96832842459","9029.48281446798",NA,NA,"106.92280206","106.92153986026"
"27","Bahrain",692,2010,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"100.74304889741","100.48416019127","0.377",NA,NA,NA,"14.32729328727",NA,"27324.493074023","26749.2308856028",NA,NA,NA,"8232451.96821561",NA,NA,NA,"0.00061910156","100","100",NA,"5096.72389453106","3.6","1.96094286985","0.377","0.377",NA,"10079.4903536001","10084.4600438723",NA,NA,"99.85733958152","99.85733958152"
"28","Bahrain",692,2011,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"100.4014860978","100.14644351464","0.377",NA,NA,NA,"12.09144275384",NA,"27849.5930125969","29845.7518535412",NA,NA,NA,"8420806.32803608",NA,NA,NA,"0.00054063766","96.64586171929","93.13439575114",NA,"4552.60499622022","4","-0.33904354033","0.377","0.377",NA,"10273.1898213705","11251.848448785",NA,NA,"89.38204238633","89.38204238633"
"29","Bahrain",692,2012,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"103.168943752","102.90695357641","0.37698445401",NA,NA,NA,"9.85763138223",NA,"28910.8985451796","31888.5761904036",NA,NA,NA,"8608057.31425784",NA,NA,NA,"0.00060556406","99.09164030039","95.71028848281",NA,"5212.7301369061","3.7","2.75639112703","0.37698445401","0.37698445401",NA,"10664.685423829","12021.4951563602",NA,NA,"75.61385410497","75.61086907995"
"30","Bahrain",692,2013,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"106.57857941835","106.30504084479","0.377",NA,NA,"8.9409071618","8.9523302555",NA,"30442.2667978467","33738.9974658623",NA,NA,"10010281.1671088","9997073.38789726",NA,NA,NA,"0.00053566961","100.37689521041","97.72119521371",NA,"5355.12844019013","4.3","3.3049050832","0.377","0.377",NA,"11229.5783017592","12719.6020446301",NA,NA,"79.03536951175","79.03536951175"
"31","Bahrain",692,2014,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"109.39597315436","109.11735405459","0.37700362319",NA,NA,"8.40612521503","8.40721806407",NA,"31750.7609686448","34678.7132604616",NA,NA,"12163884.0320872","12168452.7161464",NA,NA,NA,"0.00049768959","101.84279152772","99.32141596882",NA,"6056.11225501976","3.8","2.64348966874","0.37700362319","0.37700362319",NA,"11712.2571326737","13073.999169868",NA,NA,"96.58291048051","96.5841625571"
"32","Bahrain",692,2015,"Prince Khalifa bin Salman Al Khalifa","rightist","rightist","rightist",1,0,0,0,0,0,"none","none","none",NA,"Prime Minister","Hamad Isa Ibn Al-Khalifah","rightist","rightist",0,1,0,0,0,0,0,"none","none","none",NA,"","no","n/a","n/a","n/a","n/a","no","yes","no data","no data","no information","No data","no","Middle East and North Africa","BHR",NA,NA,"111.42038191115","111.1346881849","0.37703156637",NA,NA,"8.77722477432","8.79468825699",NA,"32539.0957618206","32433.5559043068",NA,NA,"12422846.6974158","12424665.0101799",NA,NA,NA,"0.00027320519","109.74612961932","107.04511899653",NA,"3394.48301469981","3.5","1.85053315805","0.37703156637","0.37703156637",NA,"12003.0589756099","12228.4749760975",NA,NA,"91.81820834037","91.82539338809"
