Country,Country Code,Series,Series Code,1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023],2024 [2024]
South Asia developing,SAS,"Total Reserves,,,,",TOTRESV,10808.1421440479,16690.342719961,29341.0837713223,26370.56409714,27149.9142370725,31514.2562809135,34272.8567584847,40228.029062436,45876.9909882844,56454.2048320186,85323.0682467846,122473.733198545,149976.986024941,156540.276072627,198047.043517405,300930.70926334,274711.912920244,317421.179070062,337888.087754576,334860.401706339,334795.421715088,333342.192998879,373426.345659989,414166.101108188,429250.222121608,479998.200517225,456605.083808338,528670.047431771,669005.360291625,722624.338566814,622853.390960411,683751.22682432,707571.471264944
South Asia developing,SAS,"Unemployment rate,Percent,,,",UNEMPSA_,6.81204361778,5.72722692723,5.74816917519,6.13193854528,6.02199070325,6.6015715481,6.25392735713,6.22094300452,7.79581147475,7.82879582736,8.32827235628,8.25130886685,7.73507861523,7.69109947842,6.23298435261,5.28795827363,5.22198956841,5.50837705049,5.47853390268,5.75759127644,5.73560170804,6.03769597066,5.81308866854,5.76806258956,..,..,5.64607302115,6.66910953173,..,6.02296556379,..,..,..
Spain,ESP,"Core CPI,not seas.adj,,,",CORENS,..,..,..,..,72.21055088702,74.3140846082,76.29102923221,78.18178553473,80.42268189327,82.47773468362,85.57782087194,88.16347051641,90.41603821016,92.79609279609,95.36378654026,97.95033397975,100.36360698125,101.52984270631,102.72570566688,104.28966458378,105.82848524025,107.37269266681,107.32870071105,107.73629964806,108.44376212023,109.8137973138,111.00068232421,112.15883789413,112.72983552395,113.34751849458,117.64436543848,122.70613373555,126.26499317676
Spain,ESP,"Core CPI,seas.adj,,,",CORESA,..,..,..,..,71.04621581514,73.11497420677,75.0547664476,76.91064235743,79.11190021907,81.1311921419,84.18221327115,86.73150307399,88.95131086142,91.29655148046,93.8211080489,96.35979789414,98.72623842838,99.871917179,101.05027913222,102.59787294184,104.11631686807,105.64624408169,105.60826090029,106.0092926295,106.70623984171,108.05596777613,109.22284644195,110.36057522437,110.92678962618,111.53628718819,115.76302028125,120.74058370433,124.23768638259
Spain,ESP,"CPI Price, % y-o-y, median weighted, seas. adj.,",CPTOTSAXMZGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"CPI Price, % y-o-y, not seas. adj.,,",CPTOTSAXNZGY,5.92558384098,4.56783249213,4.71261908815,4.67023380249,3.55500845583,1.96825964627,1.83514338027,2.3104584083,3.43184231656,3.5880452747,3.10284684476,3.04112036464,3.0389704067,3.37035973765,3.51736410791,2.78698149751,4.07620753281,-0.28725044033,1.7968595828,3.19569181706,2.44301773927,1.4131464599,-0.14811164303,-0.49727837292,-0.20036933618,1.96239509996,1.67555497498,0.70282449047,-0.31834917373,3.09058205676,8.38636784034,3.53386961375,2.76949259011
Spain,ESP,"CPI Price, seas. adj.,,,",CPTOTSAXN,58.80286288201,61.48887915903,64.38661581537,67.39362131146,69.78947024777,71.163108228,72.46905329785,74.14342063318,76.68790591742,79.43950270196,81.90438880503,84.39519985252,86.95994500071,89.8908079749,93.05259499092,95.64595359627,99.54468116159,99.25873862663,101.04227878341,104.27127861826,106.81864445187,108.32814834445,108.16770174408,107.62980715682,107.41415002669,109.52204004348,111.35714203413,112.13978730023,111.78279121394,115.23753010174,124.9017732662,129.31563907869,132.89702612082
Spain,ESP,"CPI Price,not seas.adj,,,",CPTOTNSXN,59.22878123138,61.93543644622,64.85787738805,67.89009726317,70.30591084597,71.69115655733,73.00627916154,74.6925222653,77.25641650611,80.0296161316,82.5139085556,85.0214141461,87.60542646456,90.55669042147,93.74027948652,96.35263121242,100.27933177031,99.9907147334,101.79041218846,105.04373747456,107.61324156395,109.12906133692,108.96415113319,108.41893188483,108.19927729675,110.31573775312,112.16350580716,112.94811083513,112.58356739943,116.06592926174,125.80452966256,130.24840022594,133.86172303597
Spain,ESP,"Exchange rate, new LCU per USD extended backward, period average,,",DPANUSSPB,0.75669897099,0.839725496,0.83172649094,0.75454563534,0.77446086914,0.88434618776,0.89866592894,0.93852901307,1.08500649599,1.11686107983,1.06072678607,0.88504757129,0.8047055012,0.80459478294,0.79669233336,0.73050689653,0.68335173036,0.71926203913,0.7550221677,0.71904440154,0.77784497035,0.75301920665,0.75369614286,0.9007476221,0.90433493697,0.88690836099,0.84676949126,0.8930961998,0.87738382839,0.84518008154,0.95094414865,0.92466452082,0.92438891162
Spain,ESP,"Exchange rate, old LCU per USD extended forward, period average,,",DPANUSSPF,102.54832142543,127.50404221564,133.90044408762,124.66731545266,126.53297740997,146.39081018257,149.37026833553,156.16312583678,180.54324069343,185.85041475077,176.51179789902,147.26963061124,133.90058243303,133.88000665271,132.56444021347,121.55007569641,113.69833071319,119.67761149304,125.62703455126,119.65397162934,129.42931902488,125.2952647594,125.41147028358,149.87829070562,150.4756240023,147.57459257471,140.89547902143,148.60367265473,145.98928234362,140.63833200013,158.23262287118,153.86001885646,153.81564121416
